timestamp,temp_h,temp_p,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2019-05-02 09:56:28,27.6867618560791,0,59.79241943359375,0,352.73814885085795,359.8727918621746,166.0082258904018,-6.3280439376831055,-1.5888690948486328,0.7298222184181213,0.28123724460601807,-0.002894710749387741,0.9309219717979431,0.0017152335494756699,-0.0024470146745443344,0.0005856268107891083
2019-05-02 09:56:29,27.6505184173584,26.924999237060547,59.63649368286133,1010.483642578125,349.95461026877774,1.4356006426564856,163.26065935335913,-13.260836601257324,-3.644786834716797,2.005103826522827,0.27566102147102356,-0.006754325237125158,0.9387202858924866,0.0026043839752674103,0.007779111620038748,0.002317434176802635
2019-05-02 09:56:30,27.66864013671875,26.931249618530273,59.7459716796875,1010.486083984375,354.0744719468764,1.2904165408331079,163.7422833124934,-14.794925689697266,-4.840356826782227,5.571379661560059,0.44125157594680786,0.018209444358944893,0.8907119631767273,-0.010223785415291786,0.0025867572985589504,0.012091277167201042
2019-05-02 09:56:31,27.66864013671875,26.910415649414062,59.15876770019531,1010.500244140625,352.05631411790404,0.39671552968432344,163.58449228228775,-16.51421546936035,-4.874858379364014,4.106723308563232,0.2373545616865158,-0.05717053636908531,0.872434675693512,0.0006843842566013336,-0.08417648077011108,0.00021745823323726654
2019-05-02 09:56:32,27.6867618560791,26.899999618530273,58.73412322998047,1010.2236328125,351.43564543651485,0.6199810734388176,163.17817798894205,-17.008100509643555,-5.032002925872803,3.237884044647217,0.2417185753583908,-0.04848640412092209,0.9772243499755859,-0.022528495639562607,-0.04538654163479805,-0.001004273071885109
2019-05-02 09:56:33,27.723003387451172,26.910415649414062,58.96635055541992,1010.311767578125,350.1859325542668,0.9402997633177848,163.1448466657924,-17.55977439880371,-4.7238922119140625,2.949843168258667,0.22111067175865173,-0.010855165310204029,0.9050900936126709,0.0009898170828819275,0.05021386966109276,0.0035772155970335007
2019-05-02 09:56:35,27.6505184173584,26.914583206176758,58.86350631713867,1010.311767578125,349.7890080634826,0.40578844882090687,163.771393578736,-17.644079208374023,-4.227235317230225,2.5622849464416504,0.44391846656799316,0.011654043570160866,0.9163001775741577,-0.002369942143559456,0.013561956584453583,0.011823896318674088
2019-05-02 09:56:36,27.6867618560791,26.920833587646484,58.82369613647461,1010.353271484375,347.7488075065113,359.9223278758312,163.36169151156196,-17.84989356994629,-4.259506702423096,2.0892512798309326,0.2540833353996277,0.05802742764353752,0.9979385733604431,-0.014587245881557465,-0.058214712888002396,0.008769571781158447
2019-05-02 09:56:37,27.66864013671875,26.931249618530273,58.744075775146484,1010.35107421875,348.63729132035127,359.46712966513167,163.63865568240598,-17.751924514770508,-4.265613555908203,2.481551170349121,0.21723154187202454,0.0048558516427874565,0.9506614208221436,-0.002675374038517475,-0.05454951897263527,-0.00497489795088768
2019-05-02 09:56:38,27.6867618560791,26.947917938232422,58.68104553222656,1010.358154296875,345.9491978017328,359.6244663543553,164.22678961145743,-17.966650009155273,-4.564969062805176,2.722855567932129,0.20777614414691925,0.006312606856226921,0.8843758702278137,-0.009089459665119648,0.015089119784533978,0.009380437433719635
2019-05-02 09:56:39,27.777366638183594,26.952083587646484,59.13886260986328,1010.380615234375,345.01647229131777,0.006096393232669319,165.00200242187555,-17.687175750732422,-4.355713367462158,3.160369634628296,0.45798033475875854,-0.06730202585458755,0.6896620988845825,0.01656688190996647,0.00012292107567191124,0.004798946902155876
